Status_Conta_Corrente;Duracao_Mes;Proposito;Valor_Credito;Conta_Poupanca;Tempo_Emprego_Atual;Taxa_Parcelamento;Residencia_Atual_Desde;Idade;Moradia;N_Creditos_Existentes;Trabalho;N_Pessoas_Sustento;Telefone;Trabalhador_Estrangeiro;Risco;Faixa_Etaria
Sem conta;11;Negócios;2142;>= 1000 DM;>= 7 anos;1;2;28;Própria;1;Qualificado;1;Não;Sim;Bom;18-30 anos
< 0 DM;24;Negócios;3161;< 100 DM;1  a 4 anos;4;2;31;Aluguel;1;Qualificado;1;Não;Sim;Ruim;31-40 anos
0 a 200 DM;48;Outros;18424;< 100 DM;1  a 4 anos;1;2;32;Própria;1;Autônomo/Gerência/Oficial;1;Não;Não;Ruim;31-40 anos
Sem conta;10;Carro Usado;2848;100 a 500 DM;1  a 4 anos;1;2;32;Própria;1;Qualificado;2;Sim;Sim;Bom;31-40 anos
< 0 DM;6;Carro Novo;14896;< 100 DM;>= 7 anos;1;4;68;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;60+ anos
< 0 DM;24;Móveis/Equipamento;2359;100 a 500 DM;Desempregado;1;1;33;Própria;1;Qualificado;1;Sim;Sim;Ruim;31-40 anos
< 0 DM;24;Móveis/Equipamento;3345;< 100 DM;>= 7 anos;4;2;39;Aluguel;1;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;31-40 anos
Sem conta;18;Móveis/Equipamento;1817;< 100 DM;1  a 4 anos;4;2;28;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;48;Rádio/TV;12749;500 a 1000 DM;4 a 7 anos;4;1;37;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
< 0 DM;9;Rádio/TV;1366;< 100 DM;< 1 ano;3;4;22;Aluguel;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;12;Carro Novo;2002;< 100 DM;4 a 7 anos;3;4;30;Aluguel;1;Qualificado;2;Não;Sim;Bom;18-30 anos
< 0 DM;24;Móveis/Equipamento;6872;< 100 DM;< 1 ano;2;1;55;Própria;1;Qualificado;1;Não;Sim;Ruim;51-60 anos
< 0 DM;12;Carro Novo;697;< 100 DM;< 1 ano;4;2;46;Própria;2;Qualificado;1;Não;Sim;Ruim;41-50 anos
< 0 DM;18;Móveis/Equipamento;1049;< 100 DM;< 1 ano;4;4;21;Aluguel;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;48;Carro Usado;10297;< 100 DM;4 a 7 anos;4;4;39;Favor;3;Qualificado;2;Não;Sim;Ruim;31-40 anos
Sem conta;30;Rádio/TV;1867;Sem conta;>= 7 anos;4;4;58;Própria;1;Qualificado;1;Não;Sim;Bom;51-60 anos
< 0 DM;12;Carro Novo;1344;< 100 DM;1  a 4 anos;4;2;43;Própria;2;Informal;2;Sim;Sim;Bom;41-50 anos
< 0 DM;24;Móveis/Equipamento;1747;< 100 DM;< 1 ano;4;1;24;Própria;1;Informal;1;Sim;Não;Bom;18-30 anos
0 a 200 DM;9;Rádio/TV;1670;< 100 DM;< 1 ano;4;2;22;Própria;1;Qualificado;1;Não;Sim;Ruim;18-30 anos
Sem conta;9;Carro Novo;1224;< 100 DM;1  a 4 anos;3;1;30;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;12;Rádio/TV;522;500 a 1000 DM;>= 7 anos;4;4;42;Própria;2;Qualificado;2;Não;Sim;Bom;41-50 anos
< 0 DM;12;Rádio/TV;1498;< 100 DM;1  a 4 anos;4;1;23;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;30;Rádio/TV;1919;100 a 500 DM;< 1 ano;4;3;30;Própria;2;Autônomo/Gerência/Oficial;1;Sim;Sim;Ruim;18-30 anos
>= 200 DM;9;Rádio/TV;745;< 100 DM;1  a 4 anos;3;2;28;Própria;1;Informal;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;6;Rádio/TV;2063;< 100 DM;< 1 ano;4;3;30;Aluguel;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;18-30 anos
0 a 200 DM;60;Educação;6288;< 100 DM;1  a 4 anos;4;4;42;Favor;1;Qualificado;1;Sim;Sim;Ruim;41-50 anos
Sem conta;24;Carro Usado;6842;Sem conta;1  a 4 anos;2;4;46;Própria;2;Autônomo/Gerência/Oficial;2;Não;Sim;Bom;41-50 anos
Sem conta;12;Carro Novo;3527;Sem conta;< 1 ano;2;3;45;Própria;1;Autônomo/Gerência/Oficial;2;Não;Sim;Bom;41-50 anos
Sem conta;10;Carro Novo;1546;< 100 DM;1  a 4 anos;3;2;31;Própria;1;Informal;2;Sim;Não;Bom;31-40 anos
Sem conta;24;Móveis/Equipamento;929;Sem conta;4 a 7 anos;4;2;31;Própria;1;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;4;Carro Novo;1455;< 100 DM;4 a 7 anos;2;1;42;Própria;3;Informal;2;Sim;Sim;Bom;41-50 anos
< 0 DM;15;Móveis/Equipamento;1845;< 100 DM;< 1 ano;4;1;46;Aluguel;1;Qualificado;1;Sim;Sim;Bom;41-50 anos
0 a 200 DM;48;Carro Novo;8358;500 a 1000 DM;< 1 ano;1;1;30;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;24;Móveis/Equipamento;3349;500 a 1000 DM;< 1 ano;4;4;30;Favor;1;Qualificado;2;Não;Sim;Ruim;18-30 anos
Sem conta;12;Carro Novo;2859;Sem conta;Desempregado;4;4;38;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
Sem conta;18;Móveis/Equipamento;1533;< 100 DM;< 1 ano;4;1;43;Própria;1;Informal;2;Sim;Sim;Ruim;41-50 anos
Sem conta;24;Rádio/TV;3621;100 a 500 DM;>= 7 anos;2;4;31;Própria;2;Qualificado;1;Sim;Sim;Ruim;31-40 anos
0 a 200 DM;18;Negócios;3590;< 100 DM;Desempregado;3;3;40;Própria;3;Desempregado;2;Não;Sim;Bom;31-40 anos
< 0 DM;36;Negócios;2145;< 100 DM;4 a 7 anos;2;1;24;Própria;2;Qualificado;1;Não;Sim;Ruim;18-30 anos
0 a 200 DM;24;Carro Usado;4113;500 a 1000 DM;< 1 ano;3;4;28;Aluguel;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;36;Móveis/Equipamento;10974;< 100 DM;Desempregado;4;2;26;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;18-30 anos
< 0 DM;12;Carro Novo;1893;< 100 DM;1  a 4 anos;4;4;29;Própria;1;Qualificado;1;Não;Sim;Bom;18-30 anos
< 0 DM;24;Rádio/TV;1231;>= 1000 DM;>= 7 anos;4;4;57;Aluguel;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;51-60 anos
>= 200 DM;30;Rádio/TV;3656;Sem conta;>= 7 anos;4;4;49;Própria;2;Informal;1;Sim;Sim;Bom;41-50 anos
0 a 200 DM;9;Rádio/TV;1154;< 100 DM;>= 7 anos;2;4;37;Própria;3;Informal;1;Sim;Sim;Bom;31-40 anos
< 0 DM;28;Carro Novo;4006;< 100 DM;1  a 4 anos;3;2;45;Própria;1;Informal;1;Sim;Sim;Ruim;41-50 anos
0 a 200 DM;24;Móveis/Equipamento;3069;100 a 500 DM;>= 7 anos;4;4;30;Favor;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;6;Rádio/TV;1740;< 100 DM;>= 7 anos;2;2;30;Aluguel;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;21;Carro Novo;2353;< 100 DM;1  a 4 anos;1;4;47;Própria;2;Qualificado;1;Sim;Sim;Bom;41-50 anos
Sem conta;15;Carro Novo;3556;Sem conta;1  a 4 anos;3;2;29;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;24;Rádio/TV;2397;500 a 1000 DM;>= 7 anos;3;2;35;Própria;2;Qualificado;1;Não;Sim;Ruim;31-40 anos
0 a 200 DM;6;Reparos;454;< 100 DM;< 1 ano;3;1;22;Própria;1;Informal;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;30;Rádio/TV;1715;Sem conta;1  a 4 anos;4;1;26;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;27;Rádio/TV;2520;500 a 1000 DM;1  a 4 anos;4;2;23;Própria;2;Informal;1;Sim;Sim;Ruim;18-30 anos
Sem conta;15;Rádio/TV;3568;< 100 DM;>= 7 anos;4;2;54;Aluguel;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;51-60 anos
Sem conta;42;Rádio/TV;7166;Sem conta;4 a 7 anos;2;4;29;Aluguel;1;Qualificado;1;Não;Sim;Bom;18-30 anos
< 0 DM;11;Carro Novo;3939;< 100 DM;1  a 4 anos;1;2;40;Própria;2;Informal;2;Sim;Sim;Bom;31-40 anos
0 a 200 DM;15;Reparos;1514;100 a 500 DM;1  a 4 anos;4;2;22;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;24;Carro Novo;7393;< 100 DM;1  a 4 anos;1;4;43;Própria;1;Informal;2;Sim;Sim;Bom;41-50 anos
< 0 DM;24;Carro Novo;1193;< 100 DM;Desempregado;1;4;29;Aluguel;2;Desempregado;1;Sim;Sim;Ruim;18-30 anos
< 0 DM;60;Negócios;7297;< 100 DM;>= 7 anos;4;4;36;Aluguel;1;Qualificado;1;Sim;Sim;Ruim;31-40 anos
Sem conta;30;Rádio/TV;2831;< 100 DM;1  a 4 anos;4;2;33;Própria;1;Qualificado;1;Não;Sim;Bom;31-40 anos
>= 200 DM;24;Rádio/TV;1258;500 a 1000 DM;1  a 4 anos;3;3;57;Própria;1;Informal;1;Sim;Sim;Bom;51-60 anos
0 a 200 DM;6;Rádio/TV;753;< 100 DM;1  a 4 anos;2;3;64;Própria;1;Qualificado;1;Sim;Sim;Bom;60+ anos
0 a 200 DM;18;Negócios;2427;Sem conta;>= 7 anos;4;2;42;Própria;2;Qualificado;1;Sim;Sim;Bom;41-50 anos
Sem conta;24;Carro Novo;2538;< 100 DM;>= 7 anos;4;4;47;Própria;2;Informal;2;Sim;Sim;Ruim;41-50 anos
0 a 200 DM;15;Carro Novo;1264;100 a 500 DM;1  a 4 anos;2;2;25;Aluguel;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;30;Móveis/Equipamento;8386;< 100 DM;4 a 7 anos;2;2;49;Própria;1;Qualificado;1;Sim;Sim;Ruim;41-50 anos
Sem conta;48;Negócios;4844;< 100 DM;Desempregado;3;2;33;Aluguel;1;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;31-40 anos
>= 200 DM;21;Carro Novo;2923;100 a 500 DM;1  a 4 anos;1;1;28;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;18-30 anos
< 0 DM;36;Carro Usado;8229;< 100 DM;1  a 4 anos;2;2;26;Própria;1;Qualificado;2;Sim;Sim;Ruim;18-30 anos
Sem conta;24;Móveis/Equipamento;2028;< 100 DM;4 a 7 anos;2;2;30;Própria;2;Informal;1;Sim;Sim;Bom;18-30 anos
< 0 DM;15;Móveis/Equipamento;1433;< 100 DM;1  a 4 anos;4;3;25;Aluguel;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
>= 200 DM;42;Negócios;6289;< 100 DM;< 1 ano;2;1;33;Própria;2;Qualificado;1;Sim;Sim;Bom;31-40 anos
Sem conta;13;Rádio/TV;1409;100 a 500 DM;Desempregado;2;4;64;Própria;1;Qualificado;1;Sim;Sim;Bom;60+ anos
< 0 DM;24;Carro Usado;6579;< 100 DM;Desempregado;4;2;29;Favor;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;18-30 anos
0 a 200 DM;24;Rádio/TV;1743;< 100 DM;>= 7 anos;4;2;48;Própria;2;Informal;1;Sim;Sim;Bom;41-50 anos
Sem conta;12;Educação;3565;Sem conta;< 1 ano;2;1;37;Própria;2;Informal;2;Sim;Sim;Bom;31-40 anos
Sem conta;15;Rádio/TV;1569;100 a 500 DM;>= 7 anos;4;4;34;Própria;1;Informal;2;Sim;Sim;Bom;31-40 anos
< 0 DM;18;Rádio/TV;1936;Sem conta;4 a 7 anos;2;4;23;Aluguel;2;Informal;1;Sim;Sim;Bom;18-30 anos
< 0 DM;36;Móveis/Equipamento;3959;< 100 DM;Desempregado;4;3;30;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;18-30 anos
Sem conta;12;Carro Novo;2390;Sem conta;>= 7 anos;4;3;50;Própria;1;Qualificado;1;Não;Sim;Bom;41-50 anos
Sem conta;12;Móveis/Equipamento;1736;< 100 DM;4 a 7 anos;3;4;31;Própria;1;Informal;1;Sim;Sim;Bom;31-40 anos
< 0 DM;30;Carro Usado;3857;< 100 DM;1  a 4 anos;4;4;40;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
Sem conta;12;Rádio/TV;804;< 100 DM;>= 7 anos;4;4;38;Própria;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
< 0 DM;45;Rádio/TV;1845;< 100 DM;1  a 4 anos;4;4;23;Favor;1;Qualificado;1;Não;Sim;Ruim;18-30 anos
0 a 200 DM;45;Carro Usado;4576;100 a 500 DM;Desempregado;3;4;27;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
